Grafo 0:
13 50
13 24
13 38
13 51
13 25
13 55
13 20
13 65
13 26
13 56
13 52
13 42
13 45
13 57
13 63
13 30
13 37
13 49
13 44
13 71
13 22
13 17
13 47
13 29
13 32
13 59
13 48
13 61
13 40
13 27
13 34
13 23
13 58
13 60
13 46
13 68
13 64
13 53
14 42
14 52
14 34
14 19
14 29
14 53
14 38
14 48
14 33
14 51
14 64
14 59
14 50
14 54
14 63
14 30
14 16
14 69
14 55
14 47
14 37
14 65
14 39
14 31
14 71
14 15
14 36
14 67
14 40
14 46
14 70
14 61
14 25
14 43
14 56
14 57
14 18
14 27
14 24
14 20
14 17
14 23
14 35
14 21
14 26
14 58
15 28
15 45
15 54
15 16
15 46
15 42
15 30
15 31
15 26
15 39
15 69
15 33
15 61
15 29
15 59
15 32
15 38
15 66
15 23
15 62
15 55
15 18
15 40
15 27
15 36
15 37
15 51
15 43
15 52
15 50
15 22
15 67
15 65
15 48
15 68
15 19
15 58
15 64
15 17
15 44
15 57
15 20
15 63
15 41
15 70
16 71
16 53
16 42
16 54
16 34
16 19
16 39
16 46
16 36
16 21
16 37
16 32
16 28
16 26
16 63
16 38
16 62
16 30
16 33
16 51
16 23
16 66
16 29
16 70
16 68
16 17
16 58
16 18
16 22
16 50
16 44
16 64
16 40
16 48
16 52
16 35
16 20
16 25
16 60
16 31
16 45
16 57
16 47
16 24
16 67
16 65
16 49
16 55
16 56
16 59
16 69
17 58
17 61
17 68
17 21
17 50
17 31
17 63
17 37
17 28
17 69
17 32
17 25
17 33
17 20
17 54
17 46
17 52
17 49
17 47
17 26
17 59
17 70
17 44
17 36
17 57
17 62
17 41
17 19
17 24
17 39
17 35
17 64
17 23
17 34
17 60
17 45
17 66
17 38
17 48
17 22
17 67
17 30
17 55
17 18
17 51
17 56
18 29
18 24
18 68
18 60
18 33
18 69
18 46
18 48
18 58
18 57
18 65
18 21
18 45
18 44
18 61
18 23
18 67
18 49
18 66
18 63
18 35
18 56
18 59
18 27
18 22
18 32
18 38
18 28
18 52
18 40
18 50
18 42
18 43
18 51
18 70
18 19
18 26
18 55
18 34
18 31
18 62
18 30
18 20
18 53
19 70
19 26
19 56
19 59
19 37
19 40
19 30
19 53
19 35
19 49
19 51
19 20
19 21
19 29
19 31
19 27
19 48
19 50
19 68
19 32
19 33
19 69
19 23
19 58
19 63
19 24
19 38
19 60
19 43
19 41
19 55
19 67
19 28
19 42
19 64
19 65
19 25
19 39
19 47
19 54
19 71
20 46
20 61
20 24
20 62
20 30
20 38
20 45
20 32
20 25
20 29
20 41
20 36
20 67
20 60
20 39
20 42
20 66
20 57
20 49
20 37
20 27
20 44
20 68
20 51
20 53
20 65
20 40
20 64
20 33
20 59
20 43
20 48
20 56
20 47
20 58
20 54
20 26
20 34
20 63
20 69
20 71
20 52
20 22
20 28
20 35
20 21
21 61
21 46
21 70
21 64
21 54
21 53
21 40
21 33
21 38
21 28
21 63
21 25
21 48
21 66
21 67
21 35
21 34
21 39
21 24
21 23
21 58
21 36
21 29
21 62
21 50
21 30
21 41
21 32
21 71
21 45
21 27
21 59
21 22
21 60
21 43
21 57
21 56
21 44
22 47
22 61
22 38
22 71
22 34
22 23
22 28
22 50
22 41
22 44
22 67
22 36
22 37
22 42
22 63
22 49
22 57
22 64
22 59
22 68
22 39
22 46
22 66
22 55
22 31
22 30
22 69
22 58
22 54
22 48
22 70
22 26
22 33
22 62
22 27
22 60
22 29
22 45
22 24
22 56
22 35
23 50
23 70
23 69
23 52
23 62
23 27
23 35
23 56
23 40
23 48
23 36
23 49
23 26
23 28
23 38
23 59
23 37
23 33
23 47
23 45
23 51
23 24
23 68
23 67
23 32
23 65
23 71
23 57
23 58
23 54
23 66
23 43
23 44
23 61
23 25
23 29
23 39
23 30
23 31
23 53
23 55
23 41
24 65
24 63
24 66
24 33
24 36
24 54
24 38
24 25
24 64
24 29
24 55
24 26
24 46
24 42
24 56
24 69
24 35
24 34
24 58
24 45
24 51
24 59
24 48
24 60
24 31
24 32
24 71
24 67
24 57
24 39
24 61
24 62
24 47
24 52
24 40
24 49
24 53
25 59
25 36
25 52
25 51
25 69
25 44
25 58
25 31
25 62
25 65
25 60
25 27
25 41
25 64
25 34
25 56
25 68
25 71
25 48
25 28
25 55
25 61
25 29
25 26
25 63
25 46
25 57
25 35
25 33
25 32
25 39
25 40
25 49
25 37
25 42
25 45
25 66
25 54
25 67
25 47
26 31
26 36
26 57
26 52
26 49
26 44
26 39
26 50
26 29
26 62
26 35
26 54
26 61
26 45
26 68
26 53
26 51
26 28
26 40
26 58
26 43
26 60
26 71
26 63
26 27
26 33
26 55
26 65
26 59
26 41
26 64
26 34
26 32
26 56
26 47
26 70
26 37
26 67
26 46
27 28
27 55
27 53
27 38
27 54
27 33
27 60
27 44
27 47
27 63
27 29
27 66
27 40
27 43
27 51
27 45
27 67
27 71
27 65
27 32
27 62
27 50
27 49
27 39
27 48
27 70
27 41
27 36
27 64
27 34
27 52
27 46
27 61
27 69
27 31
27 30
27 58
27 37
27 35
27 59
28 29
28 55
28 62
28 40
28 52
28 39
28 31
28 61
28 38
28 53
28 64
28 44
28 51
28 68
28 59
28 46
28 34
28 67
28 54
28 35
28 45
28 70
28 37
28 69
28 58
28 60
28 42
28 65
28 33
28 50
28 41
28 32
28 56
28 36
28 66
28 47
28 48
28 49
29 41
29 30
29 67
29 32
29 35
29 34
29 48
29 61
29 69
29 53
29 62
29 38
29 49
29 63
29 45
29 66
29 46
29 31
29 44
29 47
29 36
29 58
29 39
29 52
29 33
29 50
29 54
29 71
29 37
29 55
29 60
29 43
29 64
29 57
29 68
29 56
30 49
30 53
30 36
30 44
30 65
30 71
30 31
30 57
30 67
30 64
30 40
30 50
30 46
30 51
30 45
30 61
30 39
30 38
30 34
30 41
30 68
30 54
30 37
30 63
30 32
30 35
30 42
30 48
30 62
30 33
30 58
30 66
30 69
31 61
31 68
31 50
31 70
31 71
31 62
31 32
31 35
31 58
31 42
31 36
31 43
31 51
31 47
31 49
31 37
31 48
31 46
31 41
31 39
31 45
31 60
31 66
31 40
31 54
31 69
31 59
31 52
31 33
31 57
31 34
31 56
31 63
31 53
32 60
32 48
32 68
32 46
32 37
32 62
32 56
32 43
32 34
32 39
32 38
32 35
32 51
32 71
32 61
32 70
32 55
32 36
32 40
32 33
32 42
32 45
32 52
32 59
32 64
32 50
32 58
32 44
32 63
32 41
33 43
33 63
33 34
33 46
33 56
33 59
33 51
33 44
33 48
33 65
33 60
33 40
33 50
33 42
33 58
33 61
33 70
33 35
33 71
33 49
33 66
33 52
33 62
33 38
33 47
33 54
33 68
33 37
33 36
33 64
33 39
33 55
34 36
34 45
34 44
34 64
34 56
34 50
34 66
34 62
34 68
34 59
34 48
34 52
34 43
34 58
34 40
34 69
34 71
34 65
34 49
34 37
34 60
34 53
34 47
34 35
34 54
34 57
34 67
34 46
34 38
35 46
35 37
35 59
35 71
35 56
35 38
35 58
35 52
35 67
35 51
35 47
35 39
35 68
35 36
35 44
35 66
35 65
35 49
35 48
35 41
35 45
35 53
35 42
35 40
35 43
35 55
35 62
35 57
35 63
36 41
36 56
36 45
36 65
36 64
36 70
36 37
36 60
36 47
36 62
36 55
36 71
36 54
36 42
36 57
36 58
36 46
36 38
36 48
36 63
36 51
36 53
36 40
36 59
36 67
36 44
36 50
36 49
36 39
36 66
36 69
37 68
37 65
37 42
37 62
37 69
37 58
37 46
37 43
37 60
37 63
37 53
37 47
37 55
37 45
37 67
37 70
37 50
37 52
37 71
37 41
37 61
37 54
37 44
37 49
37 59
37 56
37 51
37 48
37 40
37 64
37 57
37 38
37 39
38 62
38 55
38 57
38 44
38 69
38 65
38 50
38 48
38 52
38 64
38 68
38 40
38 41
38 61
38 63
38 54
38 71
38 56
38 66
38 45
38 59
38 53
38 47
38 67
38 60
38 49
38 46
38 42
39 61
39 71
39 45
39 65
39 40
39 66
39 62
39 58
39 57
39 41
39 44
39 54
39 55
39 67
39 69
39 63
39 68
39 70
39 49
39 46
39 47
39 64
39 48
39 52
40 59
40 52
40 44
40 49
40 50
40 42
40 68
40 70
40 60
40 57
40 41
40 65
40 53
40 54
40 62
40 61
40 48
40 58
40 67
40 71
40 55
40 43
40 66
40 47
40 46
40 56
40 69
41 46
41 67
41 49
41 59
41 60
41 65
41 62
41 68
41 50
41 56
41 53
41 48
41 69
41 44
41 51
41 42
41 58
41 71
41 63
41 55
41 45
41 47
41 66
41 61
41 64
41 54
41 57
42 71
42 64
42 49
42 59
42 67
42 60
42 56
42 63
42 51
42 44
42 66
42 58
42 52
42 45
42 65
42 50
42 43
42 47
42 48
42 61
42 55
42 69
42 68
42 70
43 50
43 69
43 52
43 47
43 56
43 54
43 62
43 60
43 68
43 58
43 53
43 66
43 55
43 46
43 51
43 48
43 71
43 61
43 59
43 49
43 63
43 65
43 64
43 67
44 46
44 56
44 58
44 69
44 68
44 47
44 55
44 61
44 59
44 50
44 57
44 49
44 70
44 64
44 45
44 62
44 71
44 48
44 54
44 63
44 51
44 60
44 52
44 65
45 66
45 51
45 50
45 47
45 58
45 49
45 56
45 63
45 65
45 55
45 59
45 71
45 70
45 46
45 61
45 52
45 68
45 69
45 53
45 67
45 60
45 64
45 48
46 57
46 60
46 64
46 63
46 50
46 55
46 65
46 58
46 62
46 52
46 51
46 68
46 70
46 47
46 71
46 49
46 61
46 54
47 67
47 55
47 61
47 58
47 65
47 52
47 60
47 62
47 63
47 70
47 64
47 69
47 54
47 68
47 59
47 48
47 51
47 50
47 56
47 71
47 49
48 49
48 66
48 69
48 62
48 55
48 54
48 60
48 63
48 68
48 67
48 50
48 71
48 52
48 59
48 56
48 51
48 58
48 53
48 57
48 65
48 70
48 61
49 59
49 65
49 52
49 68
49 64
49 55
49 66
49 67
49 60
49 58
49 61
49 54
49 51
49 63
49 70
49 56
49 57
50 54
50 62
50 69
50 55
50 68
50 57
50 56
50 59
50 60
50 51
50 52
50 66
50 67
50 61
50 63
50 53
50 58
50 64
50 70
51 64
51 67
51 56
51 65
51 54
51 53
51 71
51 55
51 61
51 57
51 70
51 52
51 66
51 62
51 60
51 58
51 68
52 57
52 54
52 53
52 68
52 59
52 67
52 71
52 58
52 64
52 60
52 56
52 69
52 61
52 66
52 70
52 62
53 70
53 55
53 65
53 60
53 66
53 59
53 54
53 63
53 57
53 56
53 71
53 61
53 67
53 62
53 58
53 68
53 69
53 64
54 65
54 67
54 64
54 58
54 62
54 69
54 68
54 56
54 57
54 70
54 63
54 60
54 59
54 55
55 60
55 64
55 66
55 59
55 69
55 62
55 58
55 67
55 68
55 65
55 71
55 63
55 56
55 57
56 69
56 59
56 65
56 57
56 66
56 71
56 58
56 62
56 70
56 68
56 63
56 67
56 64
56 60
56 61
57 67
57 61
57 71
57 68
57 64
57 58
57 59
57 66
57 63
57 69
57 62
57 70
58 66
58 64
58 63
58 71
58 59
58 62
58 68
58 67
58 65
58 60
59 67
59 60
59 61
59 70
59 62
59 71
59 68
59 65
60 62
60 68
60 66
60 70
60 64
60 69
60 65
60 67
60 71
60 61
60 63
61 63
61 66
61 68
61 70
61 65
61 62
61 69
61 71
61 67
61 64
62 71
62 66
62 65
62 63
62 69
62 67
62 70
63 64
63 70
63 65
63 66
63 69
63 71
63 68
63 67
64 65
64 71
64 66
64 67
65 67
65 66
65 68
65 70
65 71
66 71
66 68
66 70
66 69
67 69
67 70
67 68
68 69
68 70
69 70
69 71
70 71

Grafo 26:
Vertices: 59
Arestas:
0 11
0 9
0 10
0 39
0 50
0 25
0 44
0 8
0 36
0 23
0 27
0 53
0 5
0 3
0 15
0 56
0 41
0 52
0 24
0 37
0 45
0 13
0 33
0 1
0 58
0 57
0 43
0 34
0 32
0 16
0 38
0 40
0 21
0 14
0 22
0 19
0 54
0 46
0 4
0 55
0 18
0 35
0 28
0 26
0 30
0 17
0 20
0 31
0 7
0 12
0 49
1 30
1 54
1 9
1 11
1 13
1 57
1 36
1 6
1 8
1 56
1 53
1 31
1 34
1 26
1 7
1 10
1 2
1 41
1 16
1 37
1 51
1 25
1 29
1 17
1 21
1 58
1 35
1 48
1 15
1 19
1 28
1 45
1 27
1 46
1 4
1 44
1 42
1 14
1 49
1 39
1 47
1 3
1 23
1 24
1 52
1 43
1 32
1 5
1 38
1 20
1 50
2 43
2 54
2 52
2 31
2 23
2 32
2 44
2 49
2 58
2 5
2 10
2 30
2 38
2 28
2 13
2 6
2 53
2 55
2 41
2 50
2 26
2 56
2 48
2 39
2 47
2 57
2 18
2 4
2 37
2 19
2 27
2 22
2 3
2 42
2 20
2 9
2 11
2 24
2 46
2 45
2 40
2 8
2 16
2 29
2 12
2 34
2 25
2 36
2 51
3 39
3 22
3 26
3 25
3 33
3 9
3 15
3 44
3 54
3 23
3 19
3 37
3 27
3 50
3 7
3 4
3 31
3 58
3 24
3 8
3 17
3 49
3 41
3 11
3 14
3 6
3 52
3 57
3 29
3 20
3 42
3 16
3 32
3 21
3 36
3 13
3 55
3 56
3 46
3 51
3 5
3 30
3 40
3 28
3 43
3 48
3 18
3 12
4 51
4 49
4 17
4 16
4 10
4 40
4 12
4 20
4 13
4 58
4 15
4 54
4 52
4 47
4 7
4 57
4 8
4 50
4 9
4 55
4 32
4 34
4 29
4 38
4 46
4 44
4 39
4 36
4 45
4 42
4 48
4 19
4 21
4 28
4 30
4 5
4 11
4 35
4 53
4 43
4 27
4 33
4 37
4 23
4 14
4 31
4 56
5 28
5 54
5 20
5 21
5 33
5 45
5 23
5 38
5 42
5 25
5 55
5 58
5 15
5 27
5 14
5 10
5 41
5 44
5 31
5 40
5 51
5 50
5 36
5 34
5 18
5 53
5 56
5 8
5 12
5 52
5 17
5 13
5 29
5 32
5 22
5 9
5 7
5 11
5 19
5 57
5 6
5 48
5 30
5 43
5 16
5 46
6 8
6 43
6 13
6 23
6 14
6 48
6 20
6 39
6 12
6 50
6 17
6 29
6 30
6 28
6 37
6 54
6 41
6 55
6 11
6 9
6 31
6 49
6 44
6 38
6 57
6 15
6 34
6 53
6 52
6 46
6 56
6 36
6 45
6 40
6 33
6 24
6 58
6 51
6 47
6 26
6 25
6 22
6 19
6 21
6 42
7 40
7 57
7 20
7 8
7 21
7 32
7 19
7 16
7 48
7 47
7 43
7 14
7 53
7 15
7 35
7 30
7 18
7 29
7 55
7 42
7 56
7 23
7 41
7 50
7 36
7 11
7 22
7 17
7 33
7 13
7 58
7 49
7 27
7 10
7 31
7 9
7 38
7 24
7 45
7 44
7 54
7 25
7 39
8 10
8 27
8 9
8 28
8 34
8 18
8 56
8 20
8 31
8 14
8 44
8 51
8 21
8 54
8 29
8 42
8 57
8 23
8 58
8 12
8 30
8 19
8 49
8 25
8 41
8 16
8 22
8 39
8 32
8 15
8 13
8 43
8 35
8 46
8 55
8 26
8 40
8 45
8 53
8 48
8 52
8 17
8 50
8 38
9 23
9 42
9 29
9 46
9 15
9 11
9 32
9 37
9 39
9 13
9 43
9 49
9 14
9 54
9 35
9 50
9 48
9 21
9 57
9 31
9 10
9 44
9 28
9 12
9 27
9 33
9 16
9 52
9 51
9 53
9 38
9 18
9 24
9 20
9 36
9 30
9 55
10 41
10 35
10 40
10 51
10 18
10 31
10 53
10 39
10 44
10 26
10 38
10 29
10 13
10 33
10 24
10 16
10 19
10 58
10 11
10 48
10 23
10 37
10 50
10 36
10 14
10 54
10 28
10 55
10 21
10 12
10 22
10 45
10 56
10 42
10 27
10 57
10 25
10 17
10 20
10 52
10 34
10 47
10 43
11 18
11 49
11 52
11 27
11 42
11 54
11 58
11 34
11 57
11 44
11 30
11 38
11 43
11 41
11 29
11 17
11 32
11 45
11 24
11 14
11 40
11 47
11 39
11 35
11 20
11 50
11 26
11 21
11 37
11 31
11 51
11 15
11 56
11 12
11 53
11 33
11 46
11 36
11 28
12 33
12 36
12 32
12 23
12 28
12 25
12 20
12 56
12 54
12 38
12 31
12 29
12 46
12 55
12 57
12 40
12 45
12 24
12 51
12 21
12 47
12 14
12 48
12 41
12 42
12 16
12 18
12 35
12 58
12 39
12 15
12 22
12 13
12 19
12 26
12 37
12 43
12 17
12 52
12 30
13 34
13 18
13 57
13 28
13 21
13 38
13 44
13 30
13 40
13 29
13 33
13 53
13 43
13 37
13 58
13 41
13 15
13 50
13 39
13 46
13 56
13 47
13 19
13 16
13 25
13 23
13 26
13 55
13 24
13 54
13 49
13 35
13 42
13 17
13 31
13 48
13 52
13 32
13 51
13 22
13 27
14 35
14 33
14 50
14 58
14 56
14 29
14 46
14 44
14 24
14 57
14 22
14 30
14 37
14 34
14 52
14 15
14 51
14 26
14 53
14 32
14 16
14 45
14 28
14 21
14 18
14 20
14 27
14 25
14 42
14 40
14 38
14 17
14 19
14 55
14 47
14 36
14 43
14 49
14 41
15 33
15 44
15 18
15 17
15 21
15 52
15 40
15 43
15 30
15 47
15 28
15 51
15 35
15 20
15 53
15 22
15 41
15 54
15 34
15 23
15 31
15 37
15 16
15 45
15 24
15 46
15 58
15 50
15 57
15 38
15 56
15 49
15 27
15 19
15 42
16 31
16 38
16 39
16 56
16 29
16 32
16 55
16 25
16 19
16 30
16 48
16 36
16 49
16 54
16 23
16 53
16 44
16 26
16 28
16 52
16 37
16 34
16 51
16 18
16 43
16 50
16 27
16 58
16 17
16 47
16 41
16 57
16 33
16 40
16 20
16 22
17 28
17 34
17 23
17 21
17 42
17 45
17 30
17 53
17 57
17 33
17 46
17 29
17 31
17 39
17 40
17 24
17 27
17 18
17 44
17 54
17 49
17 52
17 55
17 25
17 56
17 19
17 35
17 38
17 22
17 50
17 37
17 41
17 36
17 58
17 47
17 51
17 48
17 43
17 26
17 32
18 25
18 52
18 31
18 38
18 28
18 57
18 44
18 23
18 47
18 49
18 56
18 51
18 50
18 22
18 46
18 41
18 19
18 40
18 32
18 45
18 30
18 29
18 37
18 21
18 33
18 35
18 26
18 39
18 24
18 55
18 42
18 58
18 20
19 38
19 56
19 47
19 37
19 28
19 45
19 36
19 43
19 44
19 33
19 52
19 22
19 24
19 58
19 57
19 20
19 27
19 51
19 30
19 42
19 54
19 50
19 55
19 21
19 53
19 35
19 46
19 25
19 34
19 32
19 40
19 31
19 26
19 49
19 41
20 22
20 41
20 46
20 36
20 45
20 39
20 21
20 58
20 40
20 55
20 42
20 25
20 30
20 57
20 47
20 44
20 37
20 48
20 43
20 38
20 51
20 49
20 50
20 23
20 56
20 33
20 32
20 26
20 54
20 53
20 29
20 31
20 35
21 40
21 43
21 26
21 37
21 55
21 29
21 32
21 53
21 42
21 56
21 58
21 36
21 48
21 47
21 46
21 57
21 33
21 44
21 52
21 34
21 30
21 51
21 27
21 39
21 49
21 31
21 25
21 54
22 39
22 32
22 46
22 29
22 28
22 26
22 34
22 48
22 47
22 36
22 41
22 37
22 24
22 42
22 57
22 43
22 30
22 51
22 31
22 56
22 52
22 50
22 55
22 33
22 35
22 27
22 44
22 58
22 40
22 23
22 53
23 39
23 49
23 36
23 42
23 52
23 32
23 46
23 58
23 55
23 51
23 40
23 26
23 25
23 44
23 27
23 56
23 29
23 24
23 38
23 31
23 34
23 41
23 53
23 33
23 47
23 43
23 48
23 35
23 57
23 37
24 46
24 37
24 44
24 28
24 41
24 26
24 50
24 39
24 47
24 53
24 58
24 33
24 42
24 55
24 25
24 54
24 52
24 56
24 32
24 36
24 48
24 30
24 51
24 57
24 31
24 40
24 29
24 49
24 43
24 38
25 46
25 26
25 45
25 31
25 54
25 30
25 51
25 37
25 35
25 44
25 32
25 47
25 50
25 40
25 29
25 38
25 39
25 41
25 56
25 33
25 58
25 52
25 57
25 53
25 55
26 58
26 49
26 48
26 41
26 37
26 40
26 32
26 46
26 47
26 55
26 36
26 39
26 33
26 53
26 57
26 30
26 52
26 29
26 44
26 45
26 42
26 28
26 34
26 31
26 38
26 43
26 56
26 50
26 51
27 29
27 56
27 34
27 44
27 52
27 36
27 41
27 37
27 28
27 47
27 58
27 57
27 46
27 50
27 43
27 45
27 40
27 38
27 53
27 35
27 39
27 42
27 30
27 49
27 51
27 31
27 32
28 34
28 40
28 32
28 38
28 56
28 42
28 48
28 50
28 37
28 57
28 54
28 29
28 45
28 52
28 41
28 36
28 51
28 43
28 55
28 44
28 47
28 30
28 35
29 57
29 51
29 38
29 35
29 49
29 52
29 45
29 53
29 41
29 34
29 46
29 31
29 40
29 47
29 48
29 42
29 44
29 55
29 50
29 32
29 36
29 39
30 31
30 43
30 49
30 42
30 38
30 45
30 52
30 55
30 46
30 50
30 37
30 40
30 39
30 47
30 44
30 35
30 41
30 48
30 53
30 32
30 36
30 33
30 34
31 34
31 57
31 47
31 48
31 37
31 33
31 53
31 39
31 38
31 46
31 35
31 58
31 55
31 52
31 45
31 43
31 40
31 51
31 36
31 50
32 49
32 41
32 46
32 36
32 34
32 54
32 45
32 42
32 53
32 37
32 48
32 35
32 50
32 57
32 38
32 33
32 39
32 40
32 43
32 51
32 58
32 44
32 47
32 55
32 52
33 37
33 35
33 34
33 54
33 41
33 55
33 50
33 56
33 48
33 40
33 47
33 51
33 57
33 45
33 36
33 43
33 53
33 46
33 49
33 58
33 52
33 39
33 44
33 38
34 42
34 51
34 53
34 39
34 55
34 40
34 58
34 38
34 54
34 41
34 37
34 45
34 56
34 46
34 43
34 57
34 35
34 48
34 52
35 45
35 44
35 39
35 36
35 52
35 38
35 42
35 41
35 50
35 51
35 54
35 57
35 56
35 48
35 49
35 58
35 53
35 43
35 46
35 37
35 47
36 50
36 40
36 52
36 37
36 55
36 53
36 57
36 46
36 49
36 45
36 43
36 51
36 47
36 44
36 56
36 48
36 38
36 39
36 42
37 50
37 55
37 52
37 40
37 46
37 41
37 43
37 51
37 44
37 38
37 47
37 45
37 49
37 48
37 53
37 54
37 58
37 56
37 57
38 50
38 46
38 54
38 40
38 45
38 47
38 42
38 44
38 53
38 57
38 43
38 52
38 55
38 41
38 51
38 48
38 58
39 56
39 51
39 53
39 45
39 57
39 52
39 42
39 55
39 46
39 58
39 44
39 49
39 41
39 54
39 50
39 48
39 47
40 54
40 42
40 44
40 53
40 56
40 45
40 43
40 51
40 57
40 50
40 52
40 48
40 58
40 55
40 41
40 49
41 48
41 49
41 43
41 42
41 44
41 56
41 53
41 45
41 55
41 46
41 54
41 51
41 58
41 52
41 47
42 54
42 57
42 53
42 44
42 51
42 56
42 58
42 47
42 55
42 43
42 49
42 46
43 51
43 50
43 49
43 48
43 45
43 46
43 58
43 56
43 52
43 54
43 53
43 44
43 55
43 57
44 45
44 56
44 48
44 52
44 50
44 58
44 57
44 51
44 54
44 49
44 53
44 55
44 46
45 46
45 48
45 57
45 53
45 55
45 54
45 58
45 51
45 52
46 57
46 49
46 55
46 56
46 58
46 54
46 52
46 51
46 53
47 57
47 51
47 54
47 53
47 52
47 58
47 49
47 55
47 48
48 51
48 57
48 53
48 58
48 54
48 52
48 49
48 50
49 58
49 52
49 50
49 51
49 53
49 54
49 57
49 55
50 51
50 53
50 57
50 52
50 55
50 58
50 54
51 58
51 57
51 53
51 54
51 52
51 55
51 56
52 57
52 54
52 56
52 55
53 55
53 56
53 58
53 57
53 54
54 57
54 55
54 58
55 57
55 58
56 58
56 57
57 58

Grafo 27:
Vertices: 61
Arestas:
0 55
0 30
0 19
0 42
0 37
0 38
0 35
0 50
0 16
0 52
1 10
1 43
1 11
1 58
1 9
1 26
1 30
2 51
2 50
2 14
2 30
2 35
2 20
2 5
2 40
3 4
3 52
3 48
3 25
3 21
3 17
3 24
3 50
3 55
3 41
3 9
3 22
3 29
3 30
4 51
4 52
4 60
4 18
4 17
4 48
4 40
5 29
5 24
5 43
5 13
5 17
5 50
5 37
5 20
5 57
5 8
5 47
6 29
6 52
6 37
6 8
6 12
6 34
6 36
6 43
6 35
6 54
6 42
6 9
7 33
7 49
7 32
7 46
8 25
8 49
8 53
8 28
8 47
8 54
8 48
8 57
8 21
8 52
8 43
8 42
8 40
9 50
9 40
9 37
9 14
9 35
9 10
9 56
9 18
9 26
9 48
10 50
10 36
10 32
10 43
10 41
10 54
10 23
10 55
11 13
11 41
11 45
11 60
11 40
11 27
11 19
11 32
12 20
12 47
12 15
12 50
12 13
12 58
12 41
12 48
13 56
13 41
13 26
13 36
13 44
13 54
13 27
13 25
13 50
14 49
14 44
14 15
14 42
14 60
14 27
14 33
14 53
14 16
15 22
15 52
15 33
15 46
15 16
15 51
15 23
15 39
15 53
15 34
15 57
15 56
16 34
16 54
16 45
16 39
16 40
17 50
17 47
17 24
17 53
17 20
17 32
17 38
17 29
18 49
18 22
18 53
18 37
18 52
18 42
18 41
18 32
19 43
19 30
19 22
19 29
19 25
19 35
19 48
20 44
20 38
20 60
20 26
20 33
21 58
21 22
21 25
21 45
21 42
22 43
22 23
22 35
22 53
22 52
22 27
22 50
23 39
23 50
23 40
23 32
23 43
23 31
23 45
24 58
24 57
24 29
24 45
24 59
24 50
24 25
24 49
24 47
24 40
25 47
25 49
25 43
25 52
25 59
25 27
25 42
25 26
25 35
26 33
26 58
26 53
26 49
26 51
27 28
27 41
27 46
27 58
27 49
27 56
27 52
27 60
28 59
28 34
29 42
29 39
29 44
29 60
29 51
30 33
30 37
30 42
30 45
30 60
30 36
30 43
31 46
31 49
31 33
31 36
31 45
32 51
32 41
32 42
32 43
32 50
32 49
32 48
32 40
33 44
33 59
33 46
33 52
33 49
33 55
33 60
33 41
34 57
34 41
34 52
34 58
34 55
34 48
35 53
35 42
35 43
35 39
35 56
36 46
36 48
36 38
36 59
36 37
37 50
37 42
37 51
39 56
39 41
40 57
41 60
41 56
43 59
43 53
45 53
45 48
45 57
45 50
45 51
45 52
46 60
46 48
46 51
46 57
46 56
47 48
48 54
48 52
48 59
48 49
48 50
49 53
50 59
50 55
51 55
52 55
53 58
55 60
56 59
56 60
58 59
59 60

Grafo 28:
Vertices: 32
Arestas:
0 29
0 18
0 7
0 20
0 6
0 23
0 22
0 28
0 2
0 3
0 30
0 5
0 10
0 31
0 13
0 24
0 16
1 23
1 11
1 7
1 29
1 20
1 26
1 24
1 12
1 6
2 21
2 14
2 8
2 19
2 5
2 25
2 4
2 22
2 27
2 29
2 3
2 11
2 26
3 26
3 12
3 15
3 22
3 30
3 23
3 31
3 28
3 8
4 29
4 27
4 10
4 6
4 7
4 25
4 30
4 16
4 8
5 21
5 22
5 8
5 26
5 15
5 9
5 29
5 17
5 11
5 30
5 25
5 10
5 7
5 19
6 28
6 12
6 30
6 19
6 26
7 18
7 12
7 8
7 20
7 11
7 10
7 14
7 23
8 31
8 20
8 12
8 17
8 13
8 30
8 16
8 15
8 27
9 12
9 20
9 10
9 18
9 14
9 21
9 23
9 19
9 22
9 27
10 31
10 21
10 17
10 23
10 27
10 22
10 28
11 22
11 14
11 17
11 12
11 29
11 18
11 19
11 15
11 27
12 26
12 28
12 29
12 23
12 25
12 17
12 24
13 28
13 16
13 27
14 26
14 23
15 16
15 29
15 20
15 18
15 27
15 25
15 24
15 22
16 24
16 17
16 29
16 21
16 20
17 23
17 19
17 20
17 28
18 28
18 19
18 25
18 20
19 30
19 27
19 28
19 26
20 27
20 24
20 21
20 22
20 23
20 31
21 27
21 30
21 26
22 29
23 26
24 30
24 27
24 28
26 31
26 30
26 27
27 29
27 31
28 30

Grafo 29:
Vertices: 12
Arestas:
1 4
2 7
3 11
4 7

Grafo 30:
Vertices: 34
Arestas:
0 8
0 4
0 3
0 22
0 11
0 13
0 6
0 1
0 14
0 24
0 20
0 5
0 7
0 12
1 16
1 6
1 13
1 20
1 17
1 25
1 5
1 28
1 9
1 19
1 30
1 23
1 26
1 32
2 11
2 20
2 18
2 6
2 25
2 29
2 32
2 19
2 5
2 4
2 3
2 8
2 10
2 24
2 15
2 28
3 30
3 27
3 6
3 8
3 16
3 31
3 24
3 4
3 28
3 17
3 7
3 25
3 33
3 21
3 32
3 15
